# Downloaded from http://www.nature.com/nature/journal/v425/n6959/suppinfo/nature02046.html
# Ghaemmaghami et al. Nature 2003
#ORF	Observed Expression	Protein Molecules/Cell	Standard Deviation	CEC	Spurious
orf	method	abund	sd.abund	cec	spurious
YLR182W	Both	3335	NA	0.78	0
YLR183C	Both	284	NA	0.68	0
YLR184W	None	NA	NA	0.01	1
YLR185W	Both	21761	NA	0.35	0
YLR186W	GFP	NA	NA	0.68	0
YLR187W	Both	NA	NA	0.73	0
YLR188W	Both	1040	NA	0.63	0
YLR189C	Both	396	NA	0.8	0
YLR190W	Both	1069	NA	0.73	0
YLR191W	Both	7896	NA	0.44	0
YLR192C	Both	17877	NA	0.86	0
YLR193C	Both	704	NA	0.34	0
YLR194C	Both	688	NA	0.29	0
YLR195C	GFP	NA	NA	0.71	0
YLR196W	Both	43837	NA	0.86	0
YLR197W	Both	13521	5.78E+03	0.83	0
YLR198C	None	NA	NA	-0.02	1
YLR199C	Both	1350	NA	0.52	0
YLR200W	Both	784	NA	0.64	0
YLR201C	Both	3422	NA	0.62	0
YLR202C	None	NA	NA	-0.1	1
YLR203C	Both	4803	NA	0.59	0
YLR204W	GFP	NA	NA	0.18	0
YLR205C	None	NA	NA	0.29	0
YLR206W	Both	1973	NA	0.42	0
YLR207W	None	NA	NA	0.72	0
YLR208W	Both	21437	NA	0.63	0
YLR209C	TAP	1630	NA	0.62	0
YLR210W	Both	99	NA	0.7	0
YLR211C	Both	NA	NA	0.62	0
YLR212C	Both	7203	1.04E+03	0.68	0
YLR213C	None	NA	NA	0.52	0
YLR214W	TAP	892	NA	0.6	0
YLR215C	Both	4846	NA	0.71	0
YLR216C	Both	18621	NA	0.8	0
YLR217W	None	NA	NA	0.08	1
YLR218C	Both	907	NA	0.4	0
YLR219W	Both	131	NA	0.64	0
YLR220W	Both	2836	NA	0.49	0
YLR221C	Both	2937	NA	0.8	0
YLR222C	Both	8071	NA	0.86	0
YLR223C	Both	1431	NA	0.79	0
YLR224W	None	NA	NA	0.6	0
YLR225C	Both	3991	NA	0.72	0
YLR226W	Both	2915	NA	0.68	0
YLR227C	None	NA	NA	0.61	0
YLR228C	Both	79	NA	0.7	0
YLR229C	None	NA	NA	0.57	0
YLR230W	None	NA	NA	-0.14	1
YLR231C	Both	3060	NA	0.77	0
YLR232W	None	NA	NA	0.21	1
YLR233C	None	NA	NA	0.65	0
YLR234W	Both	468	NA	0.39	0
YLR235C	None	NA	NA	-0.03	1
YLR236C	None	NA	NA	0.11	1
YLR237W	Both	3116	NA	0.51	0
YLR238W	None	NA	NA	0.65	0
YLR239C	Both	1198	NA	0.57	0
YLR240W	Both	1084	NA	0.7	0
YLR241W	None	NA	NA	0.56	0
YLR242C	None	NA	NA	0.15	0
YLR243W	None	NA	NA	0.6	0
YLR244C	Both	19590	NA	0.72	0
YLR245C	Both	3116	NA	0.31	0
YLR246W	None	NA	NA	0.29	0
YLR247C	Both	143	NA	0.76	0
YLR248W	Both	1791	NA	0.83	0
YLR249W	Both	870578	NA	0.72	0
YLR250W	Both	6904	NA	0.71	0
YLR251W	TAP	1873	NA	0.4	0
YLR252W	None	NA	NA	0.02	1
YLR253W	Both	1604	NA	0.65	0
YLR254C	Both	1538	NA	0.51	0
YLR255C	None	NA	NA	-0.11	1
YLR256W	None	NA	NA	0.71	0
YLR257W	Both	18605	NA	0.75	0
YLR258W	Both	14599	NA	0.78	0
YLR259C	GFP	NA	NA	0.77	0
YLR260W	Both	1759	NA	0.72	0
YLR261C	None	NA	NA	0.02	1
YLR262C	Both	7721	NA	0.72	0
YLR262C-A	Both	3105	NA	0.55	0
YLR263W	GFP	NA	NA	0.74	0
YLR264W	Both	8604	NA	0.34	0
YLR265C	Both	377	NA	0.54	0
YLR266C	GFP	NA	NA	0.59	0
YLR267W	None	NA	NA	0.57	0
YLR268W	Both	396	NA	0.53	0
YLR269C	None	NA	NA	0.14	1
YLR270W	Both	9916	NA	0.74	0
YLR271W	Both	1472	NA	0.62	0
YLR272C	Both	2537	NA	0.78	0
YLR273C	None	NA	NA	0.65	0
YLR274W	TAP	10331	1.55E+03	0.81	0
YLR275W	Both	799	NA	0.48	0
YLR276C	None	NA	NA	0.82	0
YLR277C	Both	17426	1.90E+03	0.84	0
YLR278C	Both	1084	NA	0.66	0
YLR279W	None	NA	NA	-0.31	1
YLR280C	None	NA	NA	-0.1	1
YLR281C	Both	NA	NA	0	0
YLR282C	None	NA	NA	0.07	1
YLR283W	Both	NA	NA	0.55	0
YLR284C	None	NA	NA	0.63	0
YLR285W	Both	7279	NA	0.67	0
YLR286C	Both	6348	NA	0.57	0
YLR287C	Both	9096	NA	0.76	0
YLR287C-A	Both	37610	NA	0.48	0
YLR288C	TAP	414	NA	0.59	0
YLR289W	Both	1885	NA	0.67	0
YLR290C	Both	1418	NA	0.7	0
YLR291C	Both	6653	9.51E+02	0.68	0
YLR292C	Both	5292	NA	0.66	0
YLR293C	None	NA	NA	0.67	0
YLR294C	None	NA	NA	0.28	0
YLR295C	Both	6139	NA	0.59	0
YLR296W	None	NA	NA	0.18	1
YLR297W	Both	922	NA	0.42	0
YLR298C	Both	2145	NA	0.39	0
YLR299W	Both	672	NA	0.64	0
YLR300W	Both	4277	NA	0.7	0
YLR301W	Both	15438	NA	0.72	0
YLR302C	None	NA	NA	0.26	0
YLR303W	None	NA	NA	0.68	0
YLR304C	TAP	96655	NA	0.72	0
YLR305C	TAP	846	NA	0.87	0
YLR306W	None	NA	NA	0.6	0
YLR307W	None	NA	NA	0.63	0
YLR308W	None	NA	NA	0.52	0
YLR309C	Both	2349	NA	0.73	0
YLR310C	Both	319	NA	0.8	0
YLR311C	None	NA	NA	-0.09	1
YLR312C	None	NA	NA	0.49	0
YLR312W-A	Both	6489	NA	0.47	0
YLR313C	Both	672	NA	0.64	0
YLR314C	None	NA	NA	0.79	0
YLR315W	Both	1630	NA	0.25	0
YLR316C	Both	892	NA	0.36	0
YLR317W	None	NA	NA	-0.1	1
YLR318W	None	NA	NA	0.66	0
YLR319C	Both	2607	NA	0.82	0
YLR320W	None	NA	NA	0.79	0
YLR321C	Both	3943	5.37E+02	0.7	0
YLR322W	None	NA	NA	-0.04	1
YLR323C	Both	996	NA	0.49	0
YLR324W	Both	4569	NA	0.74	0
YLR325C	Both	50241	NA	0.55	0
YLR326W	Both	1525	NA	0.43	0
YLR327C	Both	504	NA	0.28	0
YLR328W	Both	5127	NA	0.77	0
YLR329W	None	NA	NA	0.26	0
YLR330W	Both	172	NA	0.78	0
YLR331C	None	NA	NA	0.5	0
YLR332W	Both	NA	NA	0.27	0
YLR333C	Both	162334	NA	0.56	0
YLR334C	None	NA	NA	0.11	1
YLR335W	Both	2960	NA	0.75	0
YLR336C	Both	3060	NA	0.8	0
YLR337C	Both	NA	NA	0.29	0
YLR338W	None	NA	NA	0.25	0
YLR339C	None	NA	NA	0.24	0
YLR340W	None	NA	NA	0.67	0
YLR341W	None	NA	NA	0.65	0
YLR342W	Both	NA	NA	0.72	0
YLR343W	GFP	NA	NA	0.72	0
YLR344W	Both	NA	NA	0.59	0
YLR345W	Both	3378	NA	0.69	0
YLR346C	Both	NA	NA	0.54	0
YLR347C	Both	51705	1.81E+03	0.77	0
YLR348C	Both	3389	NA	0.43	0
YLR349W	None	NA	NA	0.02	1
YLR350W	Both	5237	NA	0.16	0
YLR351C	Both	4506	NA	0.58	0
YLR352W	TAP	125	NA	0.72	0
YLR353W	GFP	NA	NA	0.57	0
YLR354C	Both	53034	NA	0.73	0
YLR355C	TAP	882841	3.48E+05	0.63	0
YLR356W	Both	NA	NA	0.45	0
YLR357W	Both	2325	NA	0.73	0
YLR358C	TAP	1733	NA	0.2	0
YLR359W	None	NA	NA	0.79	0
YLR360W	Both	1069	NA	0.65	0
YLR361C	TAP	1936	NA	0.6	0
YLR362W	Both	736	NA	0.87	0
YLR363C	Both	6093	NA	0.69	0
YLR363W-A	Both	6654	NA	0.5	0
YLR364W	Both	573	NA	0.56	0
YLR365W	None	NA	NA	-0.03	1
YLR366W	None	NA	NA	-0.16	1
YLR367W	Both	19740	NA	0.61	0
YLR368W	None	NA	NA	0.59	0
YLR369W	Both	5548	NA	0.84	0
YLR370C	Both	1923	NA	0.42	0
YLR371W	GFP	NA	NA	0.77	0
YLR372W	Both	NA	NA	0.5	0
YLR373C	Both	2949	NA	0.62	0
YLR374C	None	NA	NA	0.03	1
YLR375W	Both	1240	NA	0.34	0
YLR376C	Both	876	NA	0.4	0
YLR377C	TAP	589	NA	0.7	0
YLR378C	Both	24763	NA	0.52	0
YLR379W	None	NA	NA	0.14	1
YLR380W	Both	9596	NA	0.56	0
YLR381W	Both	319	NA	0.48	0
YLR382C	Both	2120	NA	0.72	0
YLR383W	Both	339	NA	0.81	0
YLR384C	Both	10539	NA	0.88	0
YLR385C	Both	4236	NA	0.26	0
YLR386W	Both	12388	NA	0.8	0
YLR387C	Both	2241	NA	0.8	0
YLR388W	Both	6489	NA	0.25	0
YLR389C	None	NA	NA	0.85	0
YLR390W	Both	1885	NA	0.28	0
YLR390W-A	Both	42022	NA	0.33	0
YLR392C	Both	736	NA	0.6	0
YLR393W	Both	1885	NA	0.55	0
YLR394W	None	NA	NA	0.35	0
YLR395C	Both	672	NA	0.35	0
YLR396C	Both	830	NA	0.69	0
YLR397C	Both	799	NA	0.75	0
YLR398C	Both	5773	NA	0.89	0
YLR399C	Both	8096	NA	0.81	0
YLR400W	None	NA	NA	-0.1	1
YLR401C	Both	3632	NA	0.8	0
YLR402W	None	NA	NA	-0.09	1
YLR403W	Both	259	NA	0.56	0
YLR404W	Both	846	NA	0.44	0
YLR405W	Both	3389	NA	0.53	0
YLR406C	Both	57484	NA	0.63	0
YLR407W	Both	3138	NA	0.6	0
YLR408C	Both	468	NA	0.37	0
YLR409C	Both	2022	NA	0.81	0
YLR410W	Both	8810	NA	0.84	0
YLR411W	None	NA	NA	0.46	0
YLR412W	Both	6489	NA	0.57	0
YLR413W	Both	4277	NA	0.55	0
YLR414C	Both	1656	NA	0.19	0
YLR415C	None	NA	NA	0	1
YLR416C	None	NA	NA	0.06	1
YLR417W	Both	2467	NA	0.6	0
YLR418C	Both	538	NA	0.69	0
YLR419W	Both	195	NA	0.89	0
YLR420W	Both	12735	NA	0.69	0
YLR421C	Both	12245	NA	0.63	0
YLR422W	Both	238	NA	0.77	0
YLR423C	Both	358	NA	0.74	0
YLR424W	Both	556	NA	0.69	0
YLR425W	None	NA	NA	0.79	0
YLR426W	TAP	2133	NA	0.17	0
YLR427W	Both	922	NA	0.76	0
YLR428C	None	NA	NA	0.1	1
YLR429W	Both	2904	NA	0.87	0
YLR430W	Both	125	NA	0.9	0
YLR431C	TAP	538	NA	0.55	0
YLR432W	Both	26272	NA	0.69	0
YLR433C	Both	7036	NA	0.83	0
YLR434C	None	NA	NA	0.3	0
YLR435W	Both	13377	NA	0.77	0
YLR436C	Both	1084	NA	0.55	0
YLR437C	None	NA	NA	0.17	1
YLR438C-A	Both	7061	NA	0.22	0
YLR438W	Both	71975	NA	0.49	0
YLR439W	Both	7696	NA	0.39	0
YLR440C	Both	1835	NA	0.67	0
YLR441C	Both	92450	NA	0.67	0
YLR442C	Both	1404	NA	0.75	0
YLR443W	None	NA	NA	0.5	0
YLR444C	None	NA	NA	0.1	1
YLR445W	None	NA	NA	0.57	0
YLR446W	None	NA	NA	0.51	0
YLR447C	Both	1630	NA	0.74	0
YLR448W	Both	38423	NA	0.6	0
YLR449W	Both	14148	NA	0.82	0
YLR450W	Both	149	NA	0.77	0
YLR451W	Both	125	NA	0.71	0
YLR452C	Both	5978	NA	0.71	0
YLR453C	Both	589	NA	0.57	0
YLR454W	Both	1364	NA	0.84	0
YLR455W	Both	2607	NA	0.62	0
YLR456W	TAP	589	NA	0.49	0
YLR457C	Both	339	NA	0.48	0
YLR458W	None	NA	NA	-0.09	1
YLR459W	None	NA	NA	0.21	0
YLR460C	TAP	799	NA	0.71	0
YLR461W	None	NA	NA	0.5	0
YLR462W	TAP	NA	NA	0.42	0
YLR463C	None	NA	NA	0.02	1
YLR464W	None	NA	NA	0.37	0
YLR465C	None	NA	NA	0.2	1
YLR466W	None	NA	NA	0.47	0
YLR467W	None	NA	NA	0.55	0
YML001W	Both	5525	NA	0.73	0
YML002W	None	NA	NA	0.71	0
YML003W	TAP	NA	NA	0.5	0
YML004C	Both	2572	NA	0.69	0
YML005W	Both	656	NA	0.61	0
YML006C	Both	222	NA	0.69	0
YML007C-A	Both	NA	NA	-0.13	0
YML007W	Both	1617	NA	0.73	0
YML008C	Both	53825	NA	0.77	0
YML009C	Both	2479	NA	0.26	0
YML010C-B	None	NA	NA	NA	0
YML010W	Both	2343	NA	0.8	0
YML010W-A	None	NA	NA	NA	0
YML011C	Both	1084	NA	0.46	0
YML012W	Both	51687	NA	0.57	0
YML013C-A	None	NA	NA	NA	0
YML013W	Both	12619	NA	0.67	0
YML014W	Both	2361	NA	0.46	0
YML015C	None	NA	NA	0.52	0
YML016C	Both	217	NA	0.63	0
YML017W	Both	2193	NA	0.61	0
YML018C	Both	2010	NA	0.47	0
YML019W	TAP	1084	NA	0.48	0
YML020W	Both	377	NA	0.74	0
YML021C	Both	4824	NA	0.59	0
YML022W	Both	11201	NA	0.71	0
YML023C	Both	907	NA	0.51	0
YML024W	Both	30922	NA	0.56	0
YML025C	Both	1184	NA	0.7	0
YML026C	Both	112076	NA	0.53	0
YML027W	Both	861	NA	0.39	0
YML028W	Both	378212	NA	0.62	0
YML029W	Both	1885	NA	0.66	0
YML030W	Both	1212	NA	0.6	0
YML031W	Both	3029	2.38E+02	0.53	0
YML032C	Both	1084	NA	0.72	0
YML034W	Both	2096	NA	0.78	0
YML035C	Both	3910	NA	0.82	0
YML035C-A	None	NA	NA	NA	0
YML036W	None	NA	NA	0.37	0
YML037C	Both	815	NA	0.69	0
YML038C	Both	NA	NA	0.54	0
YML041C	Both	NA	NA	0.41	0
YML042W	TAP	450	NA	0.81	0
YML043C	Both	476	6.62E+01	0.73	0
YML046W	Both	4461	2.00E+02	0.56	0
YML047C	None	NA	NA	0.33	0
YML048W	Both	21420	NA	0.78	0
YML048W-A	None	NA	NA	NA	0
YML049C	GFP	NA	NA	0.82	0
YML050W	None	NA	NA	0.68	0
YML051W	Both	784	NA	0.59	0
YML052W	Both	16951	NA	0.38	0
YML053C	Both	656	NA	0.32	0
YML054C	TAP	4590	NA	0.78	0
YML055W	Both	4889	NA	0.6	0
YML056C	Both	2971	NA	0.68	0
YML057W	Both	7109	NA	0.73	0
YML058C-A	None	NA	NA	NA	0
YML058W	Both	18752	NA	0.54	0
YML058W-A	Both	NA	NA	0.3	0
YML059C	Both	521	NA	0.83	0
YML060W	Both	3691	NA	0.67	0
YML061C	TAP	259	NA	0.84	0
YML062C	Both	5910	NA	0.63	0
YML063W	Both	106577	NA	0.66	0
YML064C	Both	573	NA	0.28	0
YML065W	TAP	3933	5.35E+02	0.83	0
YML066C	None	NA	NA	0.38	0
YML067C	Both	3005	NA	0.68	0
YML068W	TAP	846	NA	0.49	0
YML069W	Both	22442	9.56E+03	0.86	0
YML070W	Both	23597	NA	0.8	0
YML071C	Both	6442	NA	0.73	0
YML072C	Both	4277	NA	0.91	0
YML073C	Both	37105	NA	0.58	0
YML074C	Both	9490	NA	0.81	0
YML075C	Both	NA	NA	0.77	0
YML076C	Both	907	NA	0.73	0
YML077W	None	NA	NA	0.25	0
YML078W	Both	1960	NA	0.63	0
YML079W	Both	NA	NA	0.72	0
YML080W	Both	1860	NA	0.79	0
YML081C-A	Both	6536	NA	0.47	0
YML081W	Both	672	NA	0.75	0
YML082W	Both	2813	NA	0.58	0
YML083C	None	NA	NA	0.31	0
YML084W	None	NA	NA	0.02	1
YML085C	Both	5593	NA	0.8	0
YML086C	Both	6186	NA	0.76	0
YML087C	None	NA	NA	0.37	0
YML088W	Both	639	NA	0.71	0
YML089C	None	NA	NA	-0.11	1
YML090W	None	NA	NA	0.15	1
YML091C	Both	1155	NA	0.75	0
YML092C	Both	7061	NA	0.65	0
YML093W	Both	1472	NA	0.89	0
YML094W	Both	2904	NA	0.59	0
YML095C	GFP	NA	NA	0.45	0
YML095C-A	None	NA	NA	NA	0
YML096W	Both	3750	NA	0.69	0
YML097C	Both	4277	NA	0.74	0
YML098W	Both	2084	NA	0.56	0
YML099C	GFP	NA	NA	0.83	0
YML100W	Both	1960	NA	0.7	0
YML100W-A	None	NA	NA	NA	0
YML101C	Both	1848	NA	0.23	0
YML102C-A	None	NA	NA	NA	0
YML102W	Both	2133	NA	0.33	0
YML103C	Both	11677	NA	0.72	0
YML104C	Both	784	NA	0.76	0
YML105C	Both	NA	NA	0.7	0
YML106W	Both	39344	NA	0.66	0
YML107C	Both	2205	NA	0.49	0
YML108W	Both	2607	NA	0.62	0
YML109W	Both	105	NA	0.8	0
YML110C	Both	8096	NA	0.73	0
YML111W	Both	339	NA	0.78	0
YML112W	Both	2642	NA	0.37	0
YML113W	Both	4696	NA	0.18	0
YML114C	Both	4684	5.22E+02	0.59	0
YML115C	Both	4749	NA	0.82	0
YML116W	Both	1720	NA	0.36	0
YML117W	Both	1538	NA	0.77	0
YML117W-A	None	NA	NA	NA	0
YML118W	TAP	414	NA	0.65	0
YML119W	None	NA	NA	0.4	0
YML120C	Both	5237	NA	0.7	0
YML121W	Both	907	NA	0.49	0
YML122C	None	NA	NA	-0.08	1
YML123C	TAP	334706	NA	0.62	0
YML124C	Both	12331	NA	0.73	0
YML125C	Both	29034	NA	0.66	0
YML126C	Both	34807	NA	0.74	0
YML127W	Both	2607	NA	0.65	0
YML128C	Both	1069	NA	0.55	0
YML129C	Both	6844	NA	0.39	0
YML130C	None	NA	NA	0.78	0
YML131W	Both	NA	NA	0.74	0
YML132W	Both	639	NA	0.37	0
YML133C	None	NA	NA	0.51	0
YMR001C	Both	1484	3.10E+02	0.8	0
YMR002W	Both	6964	NA	0.4	0
YMR003W	Both	2825	NA	0.33	0
YMR004W	Both	2205	NA	0.68	0
YMR005W	TAP	1936	NA	0.7	0
YMR006C	TAP	623	NA	0.65	0
YMR007W	None	NA	NA	0.21	1
YMR008C	None	NA	NA	0.69	0
YMR009W	GFP	NA	NA	0.67	0
YMR010W	Both	937	NA	0.54	0
YMR011W	Both	NA	NA	0.53	0
YMR012W	Both	16951	NA	0.88	0
YMR013C	None	NA	NA	0.29	0
YMR013W-A	None	NA	NA	-0.08	1
YMR014W	Both	3248	NA	0.77	0
YMR015C	Both	24656	NA	0.74	0
YMR016C	Both	314	NA	0.46	0
YMR017W	None	NA	NA	0.56	0
YMR018W	None	NA	NA	0.66	0
YMR019W	Both	99	NA	0.69	0
YMR020W	TAP	6964	NA	0.74	0
YMR021C	Both	14842	NA	0.63	0
YMR022W	Both	2096	NA	0.51	0
YMR023C	Both	768	NA	0.69	0
YMR024W	Both	300	NA	0.62	0
YMR025W	None	NA	NA	0.6	0
YMR026C	Both	907	NA	0.33	0
YMR027W	Both	6186	NA	0.79	0
YMR028W	None	NA	NA	0.72	0
YMR029C	Both	4011	NA	0.78	0
YMR030W	GFP	NA	NA	0.6	0
YMR031C	Both	5570	NA	0.84	0
YMR031W-A	None	NA	NA	0.31	0
YMR032W	Both	195	NA	0.74	0
YMR033W	TAP	1791	NA	0.81	0
YMR034C	None	NA	NA	0.38	0
YMR035W	None	NA	NA	0.17	0
YMR036C	Both	NA	NA	0.52	0
YMR037C	Both	125	NA	0.46	0
YMR038C	Both	11988	NA	0.48	0
YMR039C	Both	7821	NA	0.8	0
YMR040W	None	NA	NA	0.2	0
YMR041C	None	NA	NA	0.72	0
YMR042W	GFP	NA	NA	0.23	0
YMR043W	Both	8966	NA	0.34	0
YMR044W	Both	5818	NA	0.69	0
YMR046W-A	None	NA	NA	0.13	1
YMR047C	GFP	NA	NA	0.46	0
YMR048W	Both	358	NA	0.68	0
YMR049C	Both	2676	NA	0.87	0
YMR052C-A	None	NA	NA	0.07	1
YMR052W	Both	1538	NA	0.57	0
YMR053C	TAP	NA	NA	0.72	0
YMR054W	Both	1084	NA	0.8	0
YMR055C	GFP	NA	NA	0.18	0
YMR056C	GFP	NA	NA	0.36	0
YMR057C	None	NA	NA	-0.21	1
YMR058W	Both	1047	NA	0.59	0
YMR059W	GFP	NA	NA	0.23	0
YMR060C	Both	1578	NA	0.6	0
YMR061W	Both	5355	1.57E+02	0.73	0
YMR062C	GFP	NA	NA	0.72	0
YMR063W	None	NA	NA	0.14	0
YMR064W	Both	504	NA	0.58	0
YMR065W	None	NA	NA	0.57	0
YMR066W	Both	396	NA	0.68	0
YMR067C	Both	3573	NA	0.7	0
YMR068W	TAP	1184	NA	0.33	0
YMR069W	Both	NA	NA	0.03	0
YMR070W	Both	1695	NA	0.27	0
YMR071C	Both	NA	NA	0.18	0
YMR072W	Both	3810	NA	0.64	0
YMR073C	Both	450	NA	0.38	0
YMR074C	Both	2549	NA	0.76	0
YMR075C-A	None	NA	NA	0.2	1
YMR075W	Both	486	NA	0.65	0
YMR076C	Both	7721	NA	0.84	0
YMR077C	Both	937	NA	0.63	0
YMR078C	Both	NA	NA	0.81	0
YMR079W	Both	84294	NA	0.8	0
YMR080C	Both	6093	NA	0.84	0
YMR081C	None	NA	NA	0.32	0
YMR082C	None	NA	NA	0.08	1
YMR083W	Both	11649	NA	0.69	0
YMR084W	None	NA	NA	0.64	0
YMR085W	None	NA	NA	0.61	0
YMR086C-A	None	NA	NA	-0.1	1
YMR086W	Both	NA	NA	0.69	0
YMR087W	None	NA	NA	0.33	0
YMR088C	None	NA	NA	0.47	0
YMR089C	Both	11466	NA	0.88	0
YMR090W	Both	704	NA	0.71	0
YMR091C	Both	3508	NA	0.74	0
YMR092C	Both	11117	NA	0.75	0
YMR093W	Both	358	NA	0.74	0
YMR094W	None	NA	NA	0.53	0
YMR095C	Both	NA	NA	0.59	0
YMR096W	TAP	NA	NA	0.73	0
YMR097C	Both	1630	NA	0.52	0
YMR098C	Both	2432	NA	0.74	0
YMR099C	Both	8579	NA	0.74	0
YMR100W	TAP	125	NA	0.64	0
YMR101C	None	NA	NA	0.54	0
YMR102C	Both	538	NA	0.68	0
YMR103C	None	NA	NA	-0.02	1
YMR104C	Both	1309	NA	0.68	0
YMR105C	Both	3790	NA	0.73	0
YMR106C	Both	358	NA	0.68	0
YMR107W	TAP	259	NA	0.41	0
YMR108W	Both	31880	NA	0.71	0
YMR109W	Both	2277	NA	0.84	0
YMR110C	Both	2926	NA	0.77	0
YMR111C	Both	238	NA	0.66	0
YMR112C	Both	396	NA	0.51	0
YMR113W	Both	2337	NA	0.62	0
YMR114C	Both	NA	NA	0.66	0
YMR115W	Both	8966	NA	0.74	0
YMR116C	TAP	333112	NA	0.59	0
YMR117C	Both	1746	NA	0.65	0
YMR118C	None	NA	NA	0.32	0
YMR119W	GFP	NA	NA	0.6	0
YMR119W-A	None	NA	NA	0.2	1
YMR120C	Both	60865	NA	0.77	0
YMR121C	Both	721	NA	0.48	0
YMR122C	None	NA	NA	-0.06	1
YMR122W-A	Both	49467	NA	0.3	0
YMR123W	Both	5750	NA	0.33	0
YMR124W	Both	166	NA	0.69	0
YMR125W	Both	11256	NA	0.85	0
YMR126C	TAP	1198	NA	0.56	0
YMR127C	Both	NA	NA	0.31	0
YMR128W	Both	1998	NA	0.88	0
YMR129W	Both	3411	NA	0.79	0
YMR130W	None	NA	NA	0.62	0
YMR131C	GFP	NA	NA	0.85	0
YMR132C	Both	3060	NA	0.59	0
YMR133W	None	NA	NA	0.59	0
YMR134W	Both	2949	NA	0.55	0
YMR135C	Both	639	NA	0.42	0
YMR135W-A	None	NA	NA	-0.04	1
YMR136W	None	NA	NA	0.48	0
YMR137C	Both	259	NA	0.63	0
YMR138W	Both	468	NA	0.28	0
YMR139W	Both	6988	NA	0.62	0
YMR140W	Both	556	NA	0.69	0
YMR141C	None	NA	NA	0.16	1
YMR142C	Both	54165	NA	0.56	0
YMR143W	Both	33823	NA	0.62	0
YMR144W	Both	2120	NA	0.48	0
YMR145C	Both	4932	NA	0.76	0
YMR146C	TAP	2405	2.82E+02	0.7	0
YMR147W	None	NA	NA	0.55	0
YMR148W	Both	922	NA	0.33	0
YMR149W	Both	8451	NA	0.59	0
YMR150C	None	NA	NA	0.34	0
YMR151W	None	NA	NA	0.05	1
YMR152W	Both	6536	NA	0.65	0
YMR153C-A	None	NA	NA	0.27	0
YMR153W	Both	2059	NA	0.64	0
YMR154C	TAP	432	NA	0.58	0
YMR155W	None	NA	NA	0.42	0
YMR156C	None	NA	NA	0.55	0
YMR157C	Both	1708	NA	0.61	0
YMR158C-B	None	NA	NA	0.26	0
YMR158W	None	NA	NA	0.29	0
YMR158W-A	None	NA	NA	0.03	1
YMR159C	Both	573	NA	0.63	0
YMR160W	Both	279	NA	0.6	0
YMR161W	Both	1835	NA	0.6	0
YMR162C	Both	NA	NA	0.86	0
YMR163C	Both	736	NA	0.62	0
YMR164C	Both	NA	NA	0.4	0
YMR165C	Both	3910	NA	0.76	0
YMR166C	Both	2059	NA	0.51	0
YMR167W	Both	319	NA	0.75	0
YMR168C	Both	1903	1.40E+02	0.59	0
YMR169C	Both	172	NA	0.77	0
YMR170C	Both	2072	NA	0.72	0
YMR171C	Both	656	NA	0.65	0
YMR172C-A	None	NA	NA	0.01	1
YMR172W	Both	149	NA	0.61	0
YMR173W	Both	NA	NA	0.41	0
YMR173W-A	None	NA	NA	0.01	0
YMR174C	Both	NA	NA	0.48	0
YMR175W	Both	2301	NA	0.48	0
YMR176W	Both	259	NA	0.77	0
YMR177W	Both	6489	NA	0.67	0
YMR178W	Both	3890	NA	0.68	0
YMR179W	Both	NA	NA	0.71	0
YMR180C	None	NA	NA	0.55	0
YMR181C	TAP	721	NA	0.38	0
YMR182C	Both	1226	NA	0.23	0
YMR183C	Both	1720	NA	0.7	0
YMR184W	Both	1268	NA	0.54	0
YMR185W	None	NA	NA	0.73	0
YMR186W	Both	132053	NA	0.83	0
YMR187C	None	NA	NA	0.29	0
YMR188C	Both	2813	NA	0.61	0
YMR189W	Both	12045	NA	0.77	0
YMR190C	GFP	NA	NA	0.85	0
YMR191W	None	NA	NA	0.48	0
YMR192W	Both	2010	NA	0.76	0
YMR193C-A	None	NA	NA	-0.04	1
YMR193W	Both	4011	NA	0.65	0
YMR194C-A	None	NA	NA	0.15	1
YMR194W	Both	31592	NA	0.51	0
YMR195W	Both	4052	NA	0.33	0
YMR196W	Both	2223	NA	0.84	0
YMR197C	None	NA	NA	0.55	0
YMR198W	Both	99	NA	0.67	0
YMR199W	Both	319	NA	0.68	0
YMR200W	Both	2361	NA	0.61	0
YMR201C	Both	1026	NA	0.68	0
YMR202W	Both	2642	NA	0.57	0
YMR203W	None	NA	NA	0.7	0
YMR204C	Both	639	NA	0.53	0
YMR205C	Both	90210	NA	0.71	0
YMR206W	None	NA	NA	0.29	0
YMR207C	Both	396	NA	0.86	0
YMR208W	Both	3304	2.81E+02	0.73	0
YMR209C	Both	981	NA	0.56	0
YMR210W	None	NA	NA	0.6	0
YMR211W	None	NA	NA	0.68	0
YMR212C	Both	1669	NA	0.69	0
YMR213W	Both	784	NA	0.7	0
YMR214W	Both	8260	NA	0.56	0
YMR215W	Both	16447	NA	0.71	0
YMR216C	Both	2420	NA	0.78	0
YMR217W	None	NA	NA	0.73	0
YMR218C	Both	432	NA	0.74	0
YMR219W	GFP	NA	NA	0.75	0
YMR220W	Both	80	1.00E+01	0.73	0
YMR221C	GFP	NA	NA	0.58	0
YMR222C	Both	1069	NA	0.46	0
YMR223W	Both	1026	NA	0.5	0
YMR224C	Both	432	NA	0.78	0
YMR225C	Both	1564	NA	0.41	0
YMR226C	Both	3215	NA	0.69	0
